,label,youtube_id,time_start,time_end,split
98888,drooling,FsyFRnTzOkE,0,10,train
98889,drooling,DbgR6WC_kjM,8,18,train
98892,drooling,HEWnHDXtWKI,96,106,train
98893,drooling,SYelUeVQAWY,12,22,train
98894,drooling,ydfWNn5Qmzo,0,10,train
98895,drooling,iDaTUXVmybA,5,15,train
98896,drooling,tbmpmMmwxp0,0,10,train
98898,drooling,xA_QpL3-GDw,59,69,train
98899,drooling,u-Xs4TyBv-4,40,50,train
98900,drooling,NxcVpPd_z_4,44,54,train
98901,drooling,csh36tFH294,17,27,train
98902,drooling,JoNRk7IplVg,159,169,train
98903,drooling,rTmwtF8q31s,0,10,train
98905,drooling,jIHxXwC0HtU,24,34,train
98906,drooling,DU_ZIp_IUGk,0,10,train
98907,drooling,18-y9HDIdWo,9,19,train
98909,drooling,BYGcI561zTM,0,10,train
98911,drooling,xfazxArmuWM,0,10,train
98912,drooling,2F1h4JGLw0I,8,18,train
98913,drooling,4jMcjcXILVA,73,83,train
98914,drooling,tKfaU_rPc7s,0,10,train
98915,drooling,MSNovVF9o6g,22,32,train
98916,drooling,Ky_IHrUxU6w,128,138,train
98918,drooling,sUDoa_bBmwA,46,56,train
98919,drooling,MTguhYxSGtc,16,26,train
98920,drooling,OsVQDxHQg-8,13,23,train
102226,eating burger,LgC_be055mE,37,47,train
102227,eating burger,jw1kPjGu1YE,2,12,train
102228,eating burger,MGVIQdVopqg,3,13,train
102230,eating burger,zJRVcF5zPA4,17,27,train
102231,eating burger,B2btKzPUl6k,296,306,train
102232,eating burger,g2QnzIHFJLY,85,95,train
102233,eating burger,S9OJsTlALK0,11,21,train
102234,eating burger,m1DXLxwW_G8,45,55,train
102235,eating burger,uNDDpFafXO4,378,388,train
102236,eating burger,gB8f6DGkHrA,16,26,train
102237,eating burger,W6_GDdknJTk,42,52,train
102238,eating burger,o88IwLgEdOk,0,10,train
102239,eating burger,pfqA7U3Xa44,19,29,train
102240,eating burger,QgNebwa3Y70,164,174,train
102241,eating burger,kCtF37-saR4,4,14,train
102242,eating burger,HU1bZMCScis,4,14,train
102243,eating burger,C_S89vXf2Q8,17,27,train
102244,eating burger,-K0IfPryIyM,3,13,train
102245,eating burger,0jOh3jtyE34,66,76,train
102246,eating burger,YICBMKp0qMg,5,15,train
102247,eating burger,pcPibH7h1vM,5,15,train
102248,eating burger,EFesShxGq38,0,10,train
102249,eating burger,BaLLcDSoCuQ,227,237,train
102250,eating burger,62ICp02GySc,2,12,train
102251,eating burger,iMMkE3t3L8I,71,81,train
102252,eating burger,SHsM-Tz2H0M,48,58,train
102253,eating burger,N-LailbfOLw,292,302,train
102254,eating burger,73wZSfVeUGE,6,16,train
102255,eating burger,K1sk_Sa60Ic,15,25,train
102256,eating burger,cT82_HMBvxE,4,14,train
102257,eating burger,CCafkhErUao,25,35,train
102258,eating burger,3-PSD0BJ0e0,1,11,train
102259,eating burger,F3rdGXSfQXY,232,242,train
102260,eating burger,IhGacXhYn4c,60,70,train
102261,eating burger,TAhdlUTEv2c,7,17,train
102262,eating burger,t0t5HWtrcPE,10,20,train
102263,eating burger,jD4WINqHZCs,77,87,train
102264,eating burger,M4rO1nNRlZE,2,12,train
102265,eating burger,gNV7XWW0e90,57,67,train
102266,eating burger,Ks1xhTlJzH8,17,27,train
102269,eating burger,Bel2rVHozn4,138,148,train
102270,eating burger,Le7F5AU2kj0,0,10,train
102271,eating burger,yNlGzgm9SY8,14,24,train
102272,eating burger,jowVs9Zz94U,0,10,train
102273,eating burger,B1JubiJGVLM,13,23,train
102274,eating burger,IE9yHhS_9fo,128,138,train
102275,eating burger,a5XOumbs4pg,1,11,train
102276,eating burger,ldflDKmzXOs,20,30,train
102278,eating burger,ZI6dlTuNmnQ,3,13,train
102280,eating burger,qSZQtMBrx7k,0,10,train
102282,eating burger,jg921vQv-NY,4,14,train
102283,eating burger,x8pdgvLm8ys,16,26,train
102284,eating burger,K4OG_-4-4FQ,281,291,train
102285,eating burger,pAGgZvxp0L4,394,404,train
102286,eating burger,w9k7SP_ayd0,99,109,train
102287,eating burger,4HJBp4bjh-M,95,105,train
102288,eating burger,nBugRmH7Bbo,17,27,train
102289,eating burger,evUMNnrwNu0,14,24,train
102290,eating burger,m3fIH6WWuUY,4,14,train
102291,eating burger,tUy0yzLKSCA,67,77,train
102292,eating burger,9gJ9krtfyjE,46,56,train
102293,eating burger,2QrUco_BzEg,39,49,train
102294,eating burger,J2XVACcfHRk,52,62,train
102295,eating burger,TINiwXAMB4I,26,36,train
102296,eating burger,DutLE9HOtIg,13,23,train
102300,eating burger,8eN2_yCSP90,99,109,train
102301,eating burger,yD7r6NV7-ZY,9,19,train
102302,eating burger,RAnUYFgWv-g,69,79,train
102303,eating burger,WAAKH88q55k,5,15,train
102304,eating burger,1n1Fn0PhLxc,3,13,train
102305,eating burger,ceuCb2n_Ma0,24,34,train
102306,eating burger,7_a_ONcCGzU,69,79,train
102307,eating burger,2B4NQC26en8,4,14,train
102308,eating burger,vM15H-VULos,271,281,train
102309,eating burger,u4JP4GnTJMA,152,162,train
102310,eating burger,wDhJHG-co-E,23,33,train
102311,eating burger,y4X2azH2nHA,8,18,train
102312,eating burger,8ps-sb2PSiQ,18,28,train
102314,eating burger,LcznBo3aiD0,0,10,train
102316,eating burger,SlUCZmSW5vY,60,70,train
102317,eating burger,QFif-pYbW-Y,24,34,train
102319,eating burger,Z-bQYfnD2dA,363,373,train
102320,eating burger,ujY_cQZFRcg,375,385,train
102323,eating burger,x2GFtD4arAk,51,61,train
102324,eating burger,FmRPrj5ZnVY,125,135,train
102325,eating burger,n0NNpKpqANk,13,23,train
102326,eating burger,ohyOTG9-uO4,8,18,train
102327,eating burger,VzrRddI6Kdk,30,40,train
102328,eating burger,S-V6mFDVaOY,17,27,train
102329,eating burger,Pu7vjWd_q-A,19,29,train
102331,eating burger,3Fcc4eZw-Yw,5,15,train
102332,eating burger,Z1XD1fJUAbg,0,10,train
102333,eating burger,04eNnDUik_o,0,10,train
102334,eating burger,NoD1PKv4MJI,2,12,train
102335,eating burger,R9_NCbUbLOc,0,10,train
102336,eating burger,gclfG0r6ZSs,136,146,train
102337,eating burger,3FN5FSvkUTU,6,16,train
102338,eating burger,9smtBJJzOsY,107,117,train
102339,eating burger,A5Kp3RfDAIE,17,27,train
102341,eating burger,hbcrvatGysA,0,10,train
102342,eating burger,s3_7Hc4KuWs,108,118,train
102344,eating burger,xO8lPpAgt7U,28,38,train
102345,eating burger,1iaNDO810wA,936,946,train
102346,eating burger,0allFSHXKRg,248,258,train
102348,eating burger,XasO5_bdNNU,147,157,train
102349,eating burger,gNJIwKJ_1GI,68,78,train
102350,eating burger,qUXOFxOH4_Y,2,12,train
102351,eating burger,1KZBTQld_Ww,134,144,train
102352,eating burger,7bJJ-FSLraM,124,134,train
102353,eating burger,J4KYGksAzgM,185,195,train
102354,eating burger,mCvEdOByePg,80,90,train
102355,eating burger,ujaMvPUBcvY,91,101,train
102356,eating burger,UbhrWOnjAmA,17,27,train
102357,eating burger,1wwrIONzPAw,4,14,train
102358,eating burger,os4fM-dnXMo,223,233,train
102359,eating burger,yaVN5BAdQFY,27,37,train
102360,eating burger,iphTSSN_Eok,16,26,train
102361,eating burger,2EB2fdfp1RI,124,134,train
102363,eating burger,l3t89IJ24A0,438,448,train
102364,eating burger,rwHx1zpxqpo,156,166,train
102365,eating burger,3dxo_UUlSSk,10,20,train
102366,eating burger,hG44X9RA3DA,39,49,train
102367,eating burger,lc3NBpfpflM,2,12,train
102368,eating burger,wQpNMT6f4LY,111,121,train
102369,eating burger,YMxZVo-nlzA,32,42,train
102370,eating burger,_Ov6Yl2k9bw,36,46,train
102371,eating burger,-hy3kySBJ9Y,351,361,train
102372,eating burger,yfBhl9OfQDQ,13,23,train
102373,eating burger,vQ2DgzLVQjM,61,71,train
102374,eating burger,V56mHYw9E0Y,4,14,train
102375,eating burger,WgRBjjF4l5g,33,43,train
102376,eating burger,R3i4ZGOrs_M,139,149,train
102377,eating burger,yIh5mY9__tA,102,112,train
102378,eating burger,KbsaoqmZEaA,18,28,train
102379,eating burger,O6hA-Em3VTI,2,12,train
102380,eating burger,dZkS5sX2sJM,69,79,train
102381,eating burger,ogQ5bAqA5s8,11,21,train
102383,eating burger,2K0T_s36MwQ,1,11,train
102384,eating burger,5DEI1FulNfo,40,50,train
102385,eating burger,_Q0RS-_2kRA,21,31,train
102387,eating burger,p5TezOmUkoc,16,26,train
102388,eating burger,EMOSnBP7Y_c,96,106,train
102389,eating burger,o4WGYOmwmgc,159,169,train
102390,eating burger,pnF3RlzGyQk,8,18,train
102391,eating burger,47eVDWUgYv0,0,10,train
102392,eating burger,Xd6xV80F5fs,26,36,train
102394,eating burger,eQ0Lz800n_8,58,68,train
102396,eating burger,HzINLqGzkjY,10,20,train
102397,eating burger,th8eh7zQJyY,24,34,train
102398,eating burger,0FIJ-cyhP2k,10,20,train
102399,eating burger,XBgFISrU9fU,675,685,train
102400,eating burger,4ett-vYZHFk,77,87,train
102402,eating burger,8Ex5ZGBRcfY,105,115,train
102403,eating burger,HGzf6fFKJXs,14,24,train
102404,eating burger,MAScZ2DptcM,0,10,train
102405,eating burger,6nwmVF-470U,458,468,train
102406,eating burger,hiYymqMttg4,27,37,train
102407,eating burger,WD8WWfnJf_0,23,33,train
102408,eating burger,eETx9FwvMKA,2,12,train
102409,eating burger,abPTzJV9tIk,0,10,train
102410,eating burger,_CQbNMkaSss,104,114,train
102411,eating burger,FON8Tt5W5eo,45,55,train
102412,eating burger,IWsKiHak95I,13,23,train
102413,eating burger,K48SDWUfzRA,2,12,train
102414,eating burger,cem8AsSqo9Q,52,62,train
102415,eating burger,qQFjNsPRCsU,11,21,train
102416,eating burger,xedDsmBNEhM,9,19,train
102418,eating burger,nnLxDjACI1k,57,67,train
102419,eating burger,bSG07EG2vu8,7,17,train
102420,eating burger,9iCFaFwj3TI,37,47,train
102422,eating burger,Q0aKWvU41cw,9,19,train
102423,eating burger,HIdZYk77scw,0,10,train
102424,eating burger,VsUbKtRgKzM,37,47,train
102425,eating burger,9Q6rWEJtPMw,367,377,train
102426,eating burger,V-AZt25P6p4,3,13,train
102429,eating burger,Z9fANlZa-Vk,0,10,train
102430,eating burger,eD2KN3AG9yE,0,10,train
102431,eating burger,oShuYtKOYNE,28,38,train
102432,eating burger,SKn897_IGdw,17,27,train
102433,eating burger,KQLZgTPN1ps,6,16,train
102434,eating burger,qO83AIUan-0,34,44,train
102435,eating burger,70hhJrk38AU,0,10,train
102437,eating burger,Ce4loAYvS3Q,40,50,train
102438,eating burger,ZEFjpNAWNt0,26,36,train
102439,eating burger,5AW21HR3ENo,23,33,train
102440,eating burger,55QC6M8GK7Y,6,16,train
102442,eating burger,Hk4FipNkKzg,4,14,train
102443,eating burger,h0rb6o3mH6g,0,10,train
102444,eating burger,REXvq6HiroE,0,10,train
102445,eating burger,kdkSHXLmOkI,3,13,train
102446,eating burger,6WA23wNZAK8,9,19,train
102447,eating burger,pmtPwAS30UU,8,18,train
102449,eating burger,veH1pnQ6xjg,21,31,train
102450,eating burger,GemjtfMmeUI,17,27,train
102451,eating burger,0VCPV_Jff9w,0,10,train
102453,eating burger,v2YRN450nXs,26,36,train
102454,eating burger,pwN5JrXlek4,2,12,train
102455,eating burger,yNWf-x8aV-I,79,89,train
102456,eating burger,uREolA8EEHA,20,30,train
102458,eating burger,FlXmliAqSIg,19,29,train
102459,eating burger,PNRLhoXy6sQ,19,29,train
102460,eating burger,k7bvm7kVftA,4,14,train
102461,eating burger,5K6GiBk7-B8,20,30,train
102462,eating burger,-ZgS98Hnqlg,2,12,train
102463,eating burger,_1jCSU4BKGY,126,136,train
102464,eating burger,-X094A_ynWs,38,48,train
102465,eating burger,h7lE4CwgUp4,280,290,train
102466,eating burger,dC96a9I6VcE,13,23,train
102467,eating burger,AA-ZLdnX1mA,60,70,train
102468,eating burger,ilj8vyPam4A,56,66,train
102469,eating burger,4QCfGL2Hn_w,5,15,train
102471,eating burger,1cBRm3FXAKk,3,13,train
102472,eating burger,_uyo8yrWDO8,22,32,train
102473,eating burger,tOVsWqrPYUs,23,33,train
102474,eating burger,VgIpV72LsaM,95,105,train
102475,eating burger,apILf1d26wc,126,136,train
102476,eating burger,5M3lxkrrBh8,24,34,train
102477,eating burger,oUSVVpRExQ4,146,156,train
102478,eating burger,5TApaq5NqEs,45,55,train
102479,eating burger,2BqRWvR7pNA,251,261,train
102480,eating burger,Jt8QdcHkDow,100,110,train
102481,eating burger,6PR5SeXjsWs,35,45,train
102482,eating burger,L40OmVG62Yk,0,10,train
102483,eating burger,8H3lpzTUbpw,48,58,train
102484,eating burger,C305nUMjATE,133,143,train
102487,eating burger,0LuJFYtclQA,261,271,train
102488,eating burger,GHyeuHvYC7c,1,11,train
102489,eating burger,Kpm3alE6U5Q,20,30,train
102490,eating burger,RWgt5TepvVA,18,28,train
102491,eating burger,kfFsdFv5E-g,24,34,train
102492,eating burger,-lFj-luqWJs,102,112,train
102494,eating burger,YakcTOPhGmo,3,13,train
102495,eating burger,zU2enJ-6Guc,31,41,train
102496,eating burger,ICdhPk4ao3w,90,100,train
102497,eating burger,fAKhUVppUGw,116,126,train
102498,eating burger,pe2M2XyI4rQ,429,439,train
102499,eating burger,t953Nm39e6E,330,340,train
102500,eating burger,A8LTxJgRKbA,136,146,train
102501,eating burger,2-ithL_QE0I,20,30,train
102502,eating burger,uAr0kmYF5g8,4,14,train
102503,eating burger,wXC8qp84Bok,24,34,train
102504,eating burger,6OAOY2knP14,242,252,train
102505,eating burger,B0nyDleJYE4,5,15,train
102506,eating burger,WckxNkbugcs,20,30,train
102508,eating burger,c9UsVIbB4Fc,5,15,train
102509,eating burger,A5cDajlW-8E,40,50,train
102510,eating burger,f3wVefsKWYE,68,78,train
102511,eating burger,txnhGT5qGY4,25,35,train
102512,eating burger,uIVpgnYqyf4,83,93,train
102513,eating burger,vpdFvaR1DF4,40,50,train
102514,eating burger,Hfqh6nRflxA,9,19,train
102515,eating burger,7LsqOgmEUFQ,15,25,train
102516,eating burger,UF3bdP27nSE,43,53,train
102517,eating burger,P4gng2r9T00,186,196,train
102519,eating burger,wCebhgAs3lA,143,153,train
102520,eating burger,LAYdnd-tZEo,0,10,train
102521,eating burger,GgTOujwtGVc,8,18,train
102522,eating burger,hQ4OpC2RuLY,120,130,train
102523,eating burger,B9ZgSA9Quhg,0,10,train
102524,eating burger,5JUzw2daTLI,56,66,train
102525,eating burger,Oyf07xFImxk,3,13,train
102526,eating burger,JIiVVOMrtK4,0,10,train
102527,eating burger,dhgSWXs9UaE,29,39,train
102528,eating burger,G9ehitTpdLE,2,12,train
102529,eating burger,hgOaEgPZsoY,233,243,train
102530,eating burger,3nrZzEzpc4A,56,66,train
102531,eating burger,pEEG4isB9Y4,15,25,train
102532,eating burger,fs2BWVqF62w,25,35,train
102534,eating burger,cjl3UekDs_E,57,67,train
102535,eating burger,UelPrZ0pAJs,101,111,train
102536,eating burger,PF6OL1zZLmc,2,12,train
102537,eating burger,hadKTHsD0RU,0,10,train
102538,eating burger,7qahQViiGlk,136,146,train
102539,eating burger,ok7-58GbE20,55,65,train
102540,eating burger,vrkNGlRP6RU,22,32,train
102541,eating burger,mTKgA5j9bh8,7,17,train
102543,eating burger,jHhSw6Y4jp4,0,10,train
102544,eating burger,TB-ZzGlXSO0,0,10,train
102546,eating burger,uiEsxIMRv-8,3,13,train
102547,eating burger,p_ayp0XUeDo,13,23,train
102549,eating burger,825Fw81OywM,25,35,train
102550,eating burger,C2B7H-KB3_g,24,34,train
102551,eating burger,aGm9Unfv82Q,57,67,train
102552,eating burger,uqiGMWVi_yU,26,36,train
102553,eating burger,6vDBpgVtZUk,28,38,train
102554,eating burger,YCPDebIacp0,2,12,train
102555,eating burger,7NqXVIvGrg4,12,22,train
102556,eating burger,r7ybPM3zCoQ,9,19,train
102557,eating burger,jc9jNtWdZpI,0,10,train
102558,eating burger,paZlUwtGTRM,33,43,train
102559,eating burger,X4EsWhkumGc,92,102,train
102560,eating burger,HNY3wRkZuxo,172,182,train
102561,eating burger,1XklZnvQcGY,97,107,train
102562,eating burger,TV02FAdtdv4,17,27,train
102563,eating burger,NBWWaIa_Nk4,317,327,train
102564,eating burger,Lh5WbmGMK6k,34,44,train
102565,eating burger,M9qihjLPkxg,26,36,train
102566,eating burger,zktFv35vS94,274,284,train
102567,eating burger,Brch0I3PgnM,10,20,train
102568,eating burger,U6QO1rvgeec,15,25,train
102570,eating burger,S4RqbKUcWxg,36,46,train
102571,eating burger,lH_kgWjP7l8,6,16,train
102572,eating burger,3XOhdC5g0RE,43,53,train
102573,eating burger,c7RhraI2EX0,21,31,train
102575,eating burger,xHh2yGDkCdM,7,17,train
102577,eating burger,SuCdDdRWxNU,3,13,train
102578,eating burger,cCqniPqZy3s,5,15,train
102579,eating burger,CEbVhRG6aFc,23,33,train
102580,eating burger,f70DLqIWGPc,35,45,train
102581,eating burger,72P8JKpTDeg,17,27,train
102582,eating burger,GsToytwDqTM,0,10,train
102583,eating burger,z1amgDlrkFA,23,33,train
102584,eating burger,s4KSY7we1oM,135,145,train
102585,eating burger,1SbmvZwbV4w,8,18,train
102586,eating burger,EI23UcxQrN4,11,21,train
102587,eating burger,6_N6xlmf9aQ,172,182,train
102588,eating burger,qFO0QXe0n3Q,45,55,train
102589,eating burger,S6lfBcrpGcc,97,107,train
102590,eating burger,_3Jp90o7hsQ,44,54,train
102591,eating burger,7l6T3sw9FYc,87,97,train
102592,eating burger,Wpu8gGV07hQ,576,586,train
102593,eating burger,VqqVKyCcTKk,9,19,train
102594,eating burger,uQg3KChLCaQ,161,171,train
102595,eating burger,h5mjCgmHmAY,8,18,train
102596,eating burger,9T4wHRhZkSk,1,11,train
102597,eating burger,SJemfPPEOQE,27,37,train
102598,eating burger,E3fBcRwPhZc,18,28,train
102599,eating burger,k5uxzYQXqH8,10,20,train
102600,eating burger,IoEE7NKvDe8,5,15,train
102601,eating burger,Xp7r7I2_OYU,105,115,train
102602,eating burger,MNake1ADubo,147,157,train
102604,eating burger,Iir0F0-mdzA,123,133,train
102605,eating burger,xnT3gPv5GUc,1,11,train
102606,eating burger,MpcyK9saRD8,12,22,train
102607,eating burger,71Kc24MxBsw,2,12,train
102608,eating burger,n1CDGuStDhU,0,10,train
102609,eating burger,7ktI2G1crqs,25,35,train
102610,eating burger,eYCpAirWJdo,2,12,train
102611,eating burger,9N91MdA819A,11,21,train
102612,eating burger,JoybD1fyDek,1,11,train
102613,eating burger,XptLv68G4i8,30,40,train
102614,eating burger,BZHKBq-YV7c,207,217,train
102615,eating burger,q4ibfWlgti4,0,10,train
102616,eating burger,z1LZ6iAVwjY,10,20,train
102617,eating burger,KTPl1UaKzm4,0,10,train
102618,eating burger,mZIhyBPrvp4,612,622,train
102619,eating burger,78RuSZyPazw,42,52,train
102621,eating burger,p0B1xs4YjdM,191,201,train
102622,eating burger,pf4SLV8sF8w,49,59,train
102623,eating burger,ZLMI9q5Fpt4,1,11,train
102624,eating burger,bfCMZMkfs0o,17,27,train
102625,eating burger,j-Yxyt08apQ,24,34,train
102626,eating burger,c2SYkbRbbug,0,10,train
102627,eating burger,_TV710bxn2A,123,133,train
102628,eating burger,p6l9ieWHm-M,0,10,train
102630,eating burger,Q0IXyEAAyns,0,10,train
102631,eating burger,Dc6fV-EHnYs,2,12,train
102632,eating burger,qGKZU3cQ3mw,113,123,train
102633,eating burger,onXrryYxu7k,5,15,train
102634,eating burger,H1IpLCGSuWA,0,10,train
102636,eating burger,ivd1qKy-698,2,12,train
102638,eating burger,DUsGH4YsYPs,58,68,train
102639,eating burger,jMDhwZPosLw,3,13,train
102640,eating burger,zbEO_8DhXt0,0,10,train
102641,eating burger,cgaMptpoY6Y,95,105,train
102642,eating burger,JJyo7wGqR1k,0,10,train
102643,eating burger,eSB-nZjeSkw,64,74,train
102644,eating burger,FfVSBg5IpME,19,29,train
102647,eating burger,d4O3x7yVRgA,6,16,train
102648,eating burger,bFsNTfLZm9c,295,305,train
102649,eating burger,nesQa4U8Y1w,84,94,train
102650,eating burger,mhh4LqN2xSs,0,10,train
102652,eating burger,jxwijfcstG0,136,146,train
102653,eating burger,3HwKn6QoQNc,8,18,train
102654,eating burger,Z3aO0f6fdcI,549,559,train
102655,eating burger,06pj__z8U5c,43,53,train
102656,eating burger,sOSyzZdNJV4,145,155,train
102657,eating burger,yiJzcWF06hY,66,76,train
102658,eating burger,el6YkACOfK4,149,159,train
102659,eating burger,u3GQ81U8498,28,38,train
102660,eating burger,SQiHOEqKodI,5,15,train
102661,eating burger,dcuzw1-fWJw,0,10,train
102662,eating burger,w1ruegS497Y,0,10,train
102663,eating burger,JOEEHLi5xMw,4,14,train
102664,eating burger,ubyMjsFdnWM,2,12,train
102666,eating burger,M75Yr0Vv7DA,13,23,train
102667,eating burger,xFscjNJ8p3U,83,93,train
102668,eating burger,uMp0hNLsUXk,16,26,train
102670,eating burger,Lbn55Nx9uaA,61,71,train
102671,eating burger,7Q2t178w3BA,248,258,train
102672,eating burger,q-EMkYxbYbk,31,41,train
102673,eating burger,2DqelQSPOVA,245,255,train
102674,eating burger,fDD8tHd7EYE,54,64,train
102675,eating burger,S2VY1MbkQhE,322,332,train
102676,eating burger,yr7qLCO8W2w,98,108,train
102678,eating burger,R-JpDeGUx8Y,7,17,train
102679,eating burger,M7xe-pN68L0,0,10,train
102680,eating burger,50OZd2MqrQE,5,15,train
102681,eating burger,fgof2OKrsN8,3,13,train
102682,eating burger,j-sWPmkaUGM,76,86,train
102683,eating burger,aPcWjWpjLCI,50,60,train
102684,eating burger,Z8ixWvJHiX4,698,708,train
102685,eating burger,UuBEqVwGFc8,97,107,train
102686,eating burger,1-fccTBU0FM,11,21,train
102687,eating burger,k9b7fVSb87U,89,99,train
102689,eating burger,Mml8ztiWlhM,20,30,train
102690,eating burger,gmE90XbBgOk,0,10,train
102691,eating burger,FcDOuvH1WcA,5,15,train
102692,eating burger,Jq7_mLtwCYo,2,12,train
102693,eating burger,dd48P_X_o3c,21,31,train
102694,eating burger,rryf2dMgXBU,0,10,train
102695,eating burger,FKojif_vYNo,8,18,train
102696,eating burger,TW_VDfx7JFQ,37,47,train
102697,eating burger,038CcPZEBn4,14,24,train
102698,eating burger,dmlRp4iDL6I,9,19,train
102699,eating burger,SDHHzvE6_Gw,198,208,train
102700,eating burger,ANrJNEFlbtw,130,140,train
102701,eating burger,F9B3vPr2QNw,18,28,train
102704,eating burger,2HmWkl5uokU,22,32,train
102705,eating burger,t0wU4DM46hQ,413,423,train
102706,eating burger,H-zMrhUpKtI,18,28,train
102707,eating burger,nqCYJx7_iD8,167,177,train
102708,eating burger,m2yRHZ3IrR0,76,86,train
102709,eating burger,jDlRYgzZrus,13,23,train
102710,eating burger,PcfrhXz3WfY,0,10,train
102712,eating burger,boG4c7jmaMw,1,11,train
102713,eating burger,l-2QTouyz9k,46,56,train
102714,eating burger,BtkZmJHHr2E,100,110,train
102715,eating burger,WEBexKp1AV8,137,147,train
102716,eating burger,DDUAmnu-I7c,73,83,train
102717,eating burger,uVEopWTH_oU,82,92,train
102718,eating burger,9sIxT4iT6YU,189,199,train
102719,eating burger,TDl5L9F5GP4,91,101,train
102720,eating burger,RpnqQmZ2o-Y,3,13,train
102721,eating burger,k-vu0kajM8M,3,13,train
102723,eating burger,hbyHKWZBFHA,17,27,train
102725,eating burger,NDHyVIGlDrA,0,10,train
102726,eating burger,PGGON2q12ZM,1,11,train
102727,eating burger,HA_FMxhewL4,22,32,train
102728,eating burger,y5DvZuM_TFw,0,10,train
102729,eating burger,n6MJtWEjphw,60,70,train
102730,eating burger,GxXopb7ERvQ,6,16,train
102732,eating burger,F0plY2KYMyU,56,66,train
102733,eating burger,QGnCMk9l9Wc,222,232,train
102735,eating burger,L_X6_nSPAJ4,36,46,train
102736,eating burger,cSsUUXlLRno,546,556,train
102737,eating burger,T8qcH8cUwss,41,51,train
102738,eating burger,szksmdQAPr0,15,25,train
102739,eating burger,j5vvDDpmXhY,191,201,train
102740,eating burger,57zmYWzpzYE,0,10,train
102741,eating burger,cPBp_NeL3u8,6,16,train
102744,eating burger,AgI98gPm9Uc,3,13,train
102745,eating burger,XDaY9SuP94U,23,33,train
102746,eating burger,O11dLxDJ3v8,104,114,train
102747,eating burger,8d-TjRxDh54,30,40,train
102748,eating burger,PcJjRKQMLCQ,56,66,train
102749,eating burger,cB4lM55LTi4,1,11,train
102750,eating burger,BmFB7KeKFy8,3,13,train
102751,eating burger,cCe5-GRJ0wg,12,22,train
102752,eating burger,-avIKrj8qnc,282,292,train
102753,eating burger,65ic1nI-BCA,154,164,train
102754,eating burger,JC3IUnfMOLc,39,49,train
102755,eating burger,cBcgoHjL7BI,0,10,train
102756,eating burger,81ygRCk7Hz8,0,10,train
102757,eating burger,5rcLm34Jbbo,7,17,train
102758,eating burger,xXT1MA-6vRE,25,35,train
102759,eating burger,lqKL4DXJmDU,1,11,train
102760,eating burger,C0x1wSvMRkc,120,130,train
102761,eating burger,3I6SpNPq80Y,109,119,train
102762,eating burger,XcCJ2So4gE4,32,42,train
102763,eating burger,aAbSA8Dm2qI,36,46,train
102764,eating burger,JteaJTqnVaA,7,17,train
102765,eating burger,pIQyfx-_LeI,6,16,train
102766,eating burger,f6notK2k12M,10,20,train
102768,eating burger,mw6xmORNE1I,18,28,train
102769,eating burger,BXEV3nCYGpU,2,12,train
102770,eating burger,1gS5Udgciy0,52,62,train
102771,eating burger,5SKnbnwk9WY,49,59,train
102772,eating burger,ACjqSZUcHlc,8,18,train
102773,eating burger,893XEXlkHeU,2,12,train
102774,eating burger,oButIHR5TuI,36,46,train
102775,eating burger,vlFTXBfPeAo,93,103,train
102777,eating burger,3-kLb-ktz8w,14,24,train
102778,eating burger,u2wzS7TQa9o,6,16,train
102779,eating burger,Hk51Fnw9epA,4,14,train
102780,eating burger,G0JD41TUtJc,0,10,train
102781,eating burger,Xzm1JHhsIa0,37,47,train
102782,eating burger,2MVnbt1Iv5Q,22,32,train
102783,eating burger,_azQ3vbWhA4,5,15,train
102784,eating burger,MGf6aE1k2PE,49,59,train
102786,eating burger,2YAQ0m-Dy3M,25,35,train
102789,eating burger,NUWP_JqIWTI,11,21,train
102790,eating burger,h2kzCFpVJMg,159,169,train
102791,eating burger,NIqs5qQxsow,46,56,train
102792,eating burger,wuMxMUeJccM,137,147,train
102793,eating burger,s7zf5EnclXE,7,17,train
102794,eating burger,ICzvQFWNWPA,106,116,train
102796,eating burger,L1cD45wI2uk,590,600,train
102797,eating burger,8Ozc-h-29M0,36,46,train
102798,eating burger,zbkUnE_RJI0,97,107,train
102799,eating burger,K65xfzAmAJc,0,10,train
102800,eating burger,HObJEvbCmA8,229,239,train
102801,eating burger,TRkG9XkZULk,111,121,train
102802,eating burger,6RpKmqsqmww,69,79,train
102803,eating burger,pCw25gg24uE,139,149,train
102804,eating burger,Z5CBBFytJzg,41,51,train
102805,eating burger,LgiiS1fjoUY,30,40,train
102806,eating burger,abcLJ-cG-as,29,39,train
102807,eating burger,a11YtA13qZM,398,408,train
102808,eating burger,9UWxIwEp6sA,36,46,train
102810,eating burger,Q20MajVW3PY,15,25,train
102811,eating burger,faVeopF80P0,7,17,train
102812,eating burger,11KUaoLJLz8,0,10,train
102813,eating burger,ebbG9dn6BgE,112,122,train
102814,eating burger,T9hfOmqrm48,1,11,train
102815,eating burger,oZn8G0N6UuQ,12,22,train
102816,eating burger,iadpRsLJlTE,0,10,train
102817,eating burger,89DEBqYo3Fs,0,10,train
102818,eating burger,UanynuzrRTM,18,28,train
102819,eating burger,ylWJ5_2wKc8,12,22,train
102820,eating burger,rwISuSnVuqs,106,116,train
